+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08823454851981136 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19516046545296717 |
|   7    |  Poly  |  0.1   |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9888727071556425 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7472761672874654 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8680744372215539 |
|   7    |  Poly  |  0.1   |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9929522612687686 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7632429396289411 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8780976004488548 |
|   7    |  Poly  |  0.1   |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.9903099984448879 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7056185235107864 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8479642609778371 |
|   7    |  Poly  |   1    |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.6198505459948157 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23631339964943235 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.428081972822124  |
|   7    |  Poly  |   1    |   2    |   -    |  1  |  (0.1, 1, 1)  |  0.5039188983882334 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1746016921533089 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3392602952707712 |
|   7    |  Poly  |   1    |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.668554035840126  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2199750752392759 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4442645555397009 |
|   7    |  Poly  |   1    |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9809211296180061 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7848840018500066 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8829025657340064 |
|   7    |  Poly  |   1    |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9882991533516245 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8055983237926497 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8969487385721371 |
|   7    |  Poly  |   1    |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.9880992876579248 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8423305808207701 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9152149342393474 |
|   7    |  RBF   | 0.0001 |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9739980615240043 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9189820144143004 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9464900379691523 |
|   7    |  RBF   | 0.0001 |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9733567227322026 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9157753487217459 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9445660357269743 |
|   7    |  RBF   | 0.0001 |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9705905133397177 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8778384185454737 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9242144659425957 |
|   7    |  RBF   | 0.0001 |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8231238565485839 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.31160858318058554 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5673662198645847 |
|   7    |  RBF   | 0.0001 |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7168822705888039 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21219544567514953 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4645388581319767 |
|   7    |  RBF   | 0.0001 |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7010167749907312 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2361361368835071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.46857645593711916 |
|   7    |  RBF   | 0.0001 |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9739980615240043 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9189820144143004 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9464900379691523 |
|   7    |  RBF   | 0.0001 |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9733567227322026 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9157753487217459 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9445660357269743 |
|   7    |  RBF   | 0.0001 |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9705905133397177 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8778384185454737 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9242144659425957 |
|   7    |  RBF   | 0.0001 |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8231238565485839 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.31160858318058554 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5673662198645847 |
|   7    |  RBF   | 0.0001 |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7168822705888039 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21219544567514953 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4645388581319767 |
|   7    |  RBF   | 0.0001 |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7010167749907312 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.24278226639214054 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.47189952069143587 |
|   7    |  RBF   | 0.0001 |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.982811320200609  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9250039362539951 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.953907628227302  |
|   7    |  RBF   | 0.0001 |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9753333230924301 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9143863110622394 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9448598170773348 |
|   7    |  RBF   | 0.0001 |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9447942167677764 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7018974889168565 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8233458528423165 |
|   7    |  RBF   | 0.0001 |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.7924810507220832 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.24772861381099404 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5201048322665386 |
|   7    |  RBF   | 0.0001 |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7223057804872033 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2197419241857625 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4710238523364829 |
|   7    |  RBF   | 0.0001 |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.703614455100427  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.25769097588569095 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.480652715493059  |
|   7    |  RBF   | 0.001  |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9739980615240043 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9189820144143004 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9464900379691523 |
|   7    |  RBF   | 0.001  |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9733567227322026 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9157753487217459 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9445660357269743 |
|   7    |  RBF   | 0.001  |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9705905133397177 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8778384185454737 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9242144659425957 |
|   7    |  RBF   | 0.001  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8231238565485839 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.31160858318058554 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5673662198645847 |
|   7    |  RBF   | 0.001  |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7168822705888039 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21219544567514953 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4645388581319767 |
|   7    |  RBF   | 0.001  |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7010167749907312 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.24025938944066677 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.470638082215699  |
|   7    |  RBF   | 0.001  |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9739980615240043 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9189820144143004 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9464900379691523 |
|   7    |  RBF   | 0.001  |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9733567227322026 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9157753487217459 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9445660357269743 |
|   7    |  RBF   | 0.001  |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9705905133397177 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8778384185454737 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9242144659425957 |
|   7    |  RBF   | 0.001  |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8231238565485839 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.31160858318058554 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5673662198645847 |
|   7    |  RBF   | 0.001  |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7168822705888039 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21219544567514953 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4645388581319767 |
|   7    |  RBF   | 0.001  |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7010167749907312 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2423673325460581 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4716920537683947 |
|   7    |  RBF   | 0.001  |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9872107342243144 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9341022813412121 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9606565077827632 |
|   7    |  RBF   | 0.001  |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9704920638313645 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8024020612461378 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8864470625387512 |
|   7    |  RBF   | 0.001  |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9348409768279297 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5314402598855763 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.733140618356753  |
|   7    |  RBF   | 0.001  |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8183060237601989 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2723531655102649 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5453295946352319 |
|   7    |  RBF   | 0.001  |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7232912592325509 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2233176906952806 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.47330447496391576 |
|   7    |  RBF   | 0.001  |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.703614455100427  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2520184985231094 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4778164768117682 |
|   7    |  RBF   |  0.01  |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9744751977932097 |          -          |
