+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09120977942430894 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24799482519713334 |
|   9    |     4      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3205109068709502 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09075842708465781 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.205634666977804  |
|   9    |     4      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.3974330372774554 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08643904524336979 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24193604126041257 |
|   9    |     4      |       16       | GMM_EM_diag |  (0.1, 1, 1)  | 0.39325128386856656 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0949290593214964 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2440901715950315 |
|   9    |     4      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3215585396419281 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0863263677904355 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2039424537161818 |
|   9    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4242090829839147 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10939184350115097 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2668004632425328 |
|   9    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4525879985654667 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09428590840544492 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2734369534854558 |
|   9    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4287295404460162 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09957577008178936 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26415265526390275 |
|   9    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.37817784758981104 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10117345782817533 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2396756527089932 |
|   9    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.43161203025617045 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09635133561960965 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26398168293789004 |
|   9    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4287295404460162 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09957577008178936 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26415265526390275 |
|   9    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3858263213925236 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10257492273446858 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24420062206349608 |
|   9    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4117324107272002 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08912908071408118 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25043074572064067 |
|   9    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4287295404460162 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09957577008178936 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26415265526390275 |
|   9    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3873214551623155 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10439976979176473 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2458606124770401 |
|   9    |     8      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3987872311412512 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09091880346675911 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24485301730400516 |
|   9    |     8      |       8        | GMM_EM_tied |  (0.1, 1, 1)  | 0.37787871397273387 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08538263544258887 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23163067470766135 |
|   9    |     8      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.38016527030742175 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10323799594543055 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24170163312642615 |
|   9    |     8      |       16       | GMM_EM_diag |  (0.1, 1, 1)  | 0.39796877119854457 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08790432564638836 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24293654842246648 |
|   9    |     8      |       16       | GMM_EM_tied |  (0.1, 1, 1)  | 0.37693491287105846 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08806656562896031 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2325007392500094 |
|   9    |     16     |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4338576547558747 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11481023505581764 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.27433394490584617 |
|   9    |     16     |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4677813961805115 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10161720828139378 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28469930223095263 |
|   9    |     16     |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4369676008538551 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |   0.10251520882785  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26974140484085257 |
|   9    |     16     |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.38595357009433473 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1199165299685209 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2529350500314278 |
|   9    |     16     |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4379195442530189 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09578195171740608 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26685074798521247 |
|   9    |     16     |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4369676008538551 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |   0.10251520882785  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26974140484085257 |
|   9    |     16     |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3845424486737191 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.12213054318666176 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2533364959301904 |
|   9    |     16     |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4199090859160027 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09666631673506262 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25828770132553264 |
|   9    |     16     |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4369676008538551 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |   0.10251520882785  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26974140484085257 |
|   9    |     16     |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.39132014695525746 |          -          |
